comment_id,video_id,comment_text,comment_date,reply_count,like_count,is_spam_suspected
Ugy8VblAs0qQqLd42Vl4AaABAg,4OZip0cgOho,My goal is to get a job in data science,2021-02-18,1,0,false
Ugx2k5zYVXJyJZcHbDh4AaABAg,hpMc6TgT34I,Thank you for your continuous videos about progressing for DS journey,2021-02-18,1,0,false
UgyoIFOdRQUeGJ1CoEZ4AaABAg,3ysXGYjvbSU,You go beyond and that's great! #66daysofdata',2021-02-18,1,0,false
UgxHUlCS1SwM_JU1NJN4AaABAg,Q9FjwzKFPuM,I'm considering enrolling into a bootcamp. My only reservation is that I only have my associates degree at the moment. I am currently working on my bachelor's in computer science. Is it even worth it until I have at least my bachelor's?,2021-02-18,2,0,false
UgzKMEAF5epq8p6ZyRV4AaABAg,S_CuB__nsmI,I want to be in lawn tennis as a data scientist/analyst/ sports analyst do you have any suggestions?,2021-02-18,2,0,false
Ugw1XexXp_ejbiKcE554AaABAg,g7on3Rw0Ovg,Bhai,2020-09-10,0,0,false
UgyRxrEXEQBmwsaCm6F4AaABAg,YbTMIxjk4hI,Nice,2020-09-10,1,1,false
UgxOgnXphL4GKQ5uxbN4AaABAg,8igH8qZafpo,Is it necessary to do a online course to become a data science?,2020-09-10,1,1,false
UgxHvBuU_tBfc_NlR_x4AaABAg,uXLnbdHMf8w,o.k.  I started today by watching this video.  I guess now I need to get a twitter account.  Thanks for the kick in the butt.,2020-09-10,1,1,false
Ugx0WKsCLdARgyws9s54AaABAg,4OZip0cgOho,4: And then finally get a job in the data analysis field.',2020-09-10,1,3,false
UgxknqU0q6S2XxSX_6p4AaABAg,4OZip0cgOho,Heyy brother it was such a relief to have found the deep wisdom you poured in through this video. I'm extremely grateful to you.,2020-09-10,1,9,false
UgxlwJBmjWq9M5kWUgt4AaABAg,Ip50cXvpWY4,I wish YouTube had recommended me this 6 months ago... the information you give is just too valuable,2021-07-13,1,2,false
Ugy5DxuDa1X79dG5ZNR4AaABAg,KfpOuSH9gDc,5:45 what does she say here? I can't understand the accent,2021-07-13,1,3,false
Ugxx97Jg1zWvMiV5-sR4AaABAg,Z9dGmL2G-4k,Great content! Your videos helps me with studying a lot.,2021-09-08,1,1,false
Ugw1p79nUVIPTOFcSsN4AaABAg,pWVQ0vN5uig,Great video Ken! I think working on open source projects can be a really good idea too to gain experience.,2021-09-08,0,2,false
UgwfvMgSYSw75-nCe2x4AaABAg,BBDiadC8BvE,I'd like to attend Explaining Neural Networks: A Causal Perspective [A21640],2020-09-29,0,0,false
Ugzr9ZD3KIMnOWP493F4AaABAg,BBDiadC8BvE,Thanks for brokering these tickets Ken. Would be super keen to attend the NVIDIA Inception Premier Showcase - The Top AI Startups in North America session.,2020-09-29,0,0,false
UgwgHzTZ9oOPEP1j7Dp4AaABAg,BBDiadC8BvE,Looking forward to the DLI Workshop and training!,2020-09-29,0,0,false
Ugz9XJwzTn1xomXaNRh4AaABAg,BBDiadC8BvE,Great content thanks!,2020-09-29,1,0,false
UgylaxIeSoUQAARJRbF4AaABAg,Ft4GVkQQtgk,Which is best for android app development by using ML (flutter/odoo),2020-09-29,1,0,false
Ugzg_cgVwD4vStM4oQ14AaABAg,3BEtGaz70rQ,As a basketball fan and a data science enthusiast I loved this video. I would be very interested to see how something  like that (moving the 3 point line back) would effect the way defensive schemes are designed and how it would change the game as a whole. I have also talked to people in the past about the idea of simply removing those corner threes and having the arc be 23.75 feet all the way to the sidelines. I think cutting out that corner 3 would have a huge effect on both offensive and defensive schemes.,2020-09-29,1,0,false
UgyA2mAXSiBBke5G2G14AaABAg,Ft4GVkQQtgk,Two of my favourite creators join to help the community out with resume reviews; awesome collaboration! :),2020-09-29,1,0,false
UgzkRh7koltGVwc-_Ex4AaABAg,-kX2b6TF_9k,Have you ever played around with any Fantasy basketball or fantasy football analysis/prediction?,2020-09-29,1,0,false
UgyJIlQuY6OAn7EA8h54AaABAg,BBDiadC8BvE,I am just loving your content man.... You are a great inspiration for me... Thankyou,2020-09-29,2,0,false
UgwfkqDS36wCt9TvGNB4AaABAg,3TrAYmrmA8o,That's a lot of books! I love reading and this is right up my alley. Thanks for the recommendations!,2020-04-09,1,4,false
UgxuKXnncvTwent5fSJ4AaABAg,MpF9HENQjDo,Just getting into your work. Thank you so much learning more from you than I am in class,2020-04-09,1,1,false
UgwxRgLU8DRGjVenhpx4AaABAg,fhi4dOhmW-g,Data cleaning process is a very important step and can be very tough at times depending on how messy our dataset is. Thanks for the detailed video Ken!,2020-04-09,2,1,false
UgyhZoaeM3NMGnrQ53t4AaABAg,fhi4dOhmW-g,Edit: the project will be for my CV',2020-04-09,1,1,false
Ugx4bJJxDavL9LVN8lB4AaABAg,fhi4dOhmW-g,these have been enormously helpful. i've been watching a lot of videos not necessarily acting just yet. btw when the weather gets warmer are you going to be wearing tank tops in your vids?,2020-04-09,1,1,false
UgyNY4h7C7eXhhl3ZNJ4AaABAg,fhi4dOhmW-g,Thanks Man. Keep it up :)',2020-04-09,1,8,false
UgzbKri-iEmMbXa7YS14AaABAg,yukdXV9LR48,Super useful! Thanks!,2020-02-27,1,0,false
UgxgsJD4ZlX9H_aWT6F4AaABAg,tnpV1etgcxs,Am very happy to hear this news... Thanks @ken. Let's win more!,2020-10-25,1,1,false
UgxNAnpMSI9Fnt9UcnN4AaABAg,_0rHU6qAQe0,GitHub desktop is friendly and easy for the beginners like me. No need to memorize the command lines. Tend to forget it if not used often.,2020-10-25,1,1,false
Ugxvy2zmVV5cFZJ_T6Z4AaABAg,Ip50cXvpWY4,I'd start using kaggle from now on. I always love your videos. Great work Ken!,2020-10-25,1,1,false
Ugzm9cV-xW0At0wXOvF4AaABAg,yukdXV9LR48,I am an undergraduate math major student. Could you please recommend some project ideas related to mathematics?,2020-10-25,1,1,false
UgxHegxuhH3dUa30TAl4AaABAg,Q9FjwzKFPuM,What data science bootcamps would you reccomend?,2020-10-25,1,1,false
UgwAdLpuyVgY6SVGjDF4AaABAg,4OZip0cgOho,I'm from economic background if i want to enter in data science field what should i do how many years will take me to understand,2020-10-25,2,1,false
UgytIVvP1avh1azSJnZ4AaABAg,zF_Q2v_9zKY,hey ken jee i m getting problem ImportError: cannot import name 'query_tweets' from 'twitterscraper' (D:\Anacondaprojects\twitterscraper.py) would you help me with that please and tell me how to install tweepy for spyder it says you dont have ssl tsl,2020-01-29,1,1,false
UgwhUlWegdQI0sHBZBd4AaABAg,Q9FjwzKFPuM,Thank you so much for putting this content out.  It's an invaluable resource for someone like myself who is in the process of applying to grad school.  I was wondering if you think the pros and cons of a masters degree outlined in the video would apply to a masters in statistics as well?  I'm currently working in a completely unrelated field and I'm applying to mostly stats programs but a few data science as well.  Any insight would be greatly appreciated.,2020-01-29,3,0,false
UgyWfp0cB0PVc4L30J54AaABAg,tnpV1etgcxs,Datast,2020-11-04,0,1,false
Ugwi3J0BS6ETVZIVoPZ4AaABAg,domVw8isGOI,Congrats for 100k subscribers 🎊✨🔥,2020-11-04,1,1,false
UgzedJbEZ1okcSqs-V94AaABAg,domVw8isGOI,Do I have to be a software developer or a data analyst first to break into data science? or can it be done directly through a masters program or certifications ?,2020-11-04,1,3,false
Ugzg5WI4R7eru1OgEth4AaABAg,GmW4F6MHqqs,07:38 scraping Jupyter Notebook into Spider IDE 🤣😂,2020-11-04,1,2,false
UgzHjaygXcuXA6XLhml4AaABAg,4OZip0cgOho,I'm thinking of progressing to a PM role in the future with the help of some DS certifications. Is there any career path advice you can help me with? Any insight would be greatly appreciated. Thanks!!',2020-11-04,3,0,false
UgxLcKkHFeABmzDnMAJ4AaABAg,Q9FjwzKFPuM,very informative video Thank you!,2020-04-19,1,0,false
UgzsgO5kb4TWGc7Ev2l4AaABAg,zF_Q2v_9zKY,helped me a lot! thanks,2020-04-19,1,0,false
UgzaZ_VRe787cPV48cV4AaABAg,agHKuUoMwvY,damn man!! your honesty for this data science topic made me subscribe your channel and your content as well.  I'm also doing some online data science courses.  Love from India.,2020-04-19,1,1,false
Ugz--7iFNiSAUTx4Tfh4AaABAg,Z9dGmL2G-4k,(2) - Use jupyter notebook instead of this... As the interface is very clear and friendly...',2020-04-19,1,7,false
Ugwjfy_Uei2myL2UXKR4AaABAg,Q9FjwzKFPuM,Can anyone recommend any good Bootcamp? Thanks in advance!,2020-04-19,2,1,false
Ugwk8VUtMeDTHbes_3Z4AaABAg,SLC5sPZSLY4,I am making sport analytics videos on my channel so would love your feedback.',2020-04-19,2,1,false
UgzH8v2utzoe3e4l7Rt4AaABAg,2OnXytYziF0,I'm 13 and I want to work in this type of type of job,2020-04-19,2,3,false
UgwvM6zQ4YoG0niET3t4AaABAg,n3vw0M5RrPU,MS in Computer Science or MS in Data Science /Business Analytics?',2020-05-28,2,1,false
UgxQEp3_CB80x6DEP9B4AaABAg,WKXtTo7lqmA,Hey Ken. ¿What can I use in a Mac since SQL Server is not available for Macs?,2020-05-28,3,1,false
UgxN6mRvAV2xVOMeqX14AaABAg,nUOh_lDMHOU,Thanks in advance :)',2020-05-28,0,1,false
UgxIt8aHJjrb2Mmep6Z4AaABAg,4OZip0cgOho,Can someone from Visual arts background pursue data science without a science degree? If yes how must once start ?,2020-05-28,2,1,false
UgyuFMGgSMviEe0CUW54AaABAg,8igH8qZafpo,Hey I wanna become a data analyst. Can I do these projects too or should I try out a different set of projects,2020-05-28,2,1,false
UgxtQpKewpI9LGXABxp4AaABAg,Ip50cXvpWY4,Great video and great suggestions Ken! Keep it up!,2020-05-28,1,1,false
Ugz-l9mQqDCenhHZ1hB4AaABAg,4OZip0cgOho,YT algorithm brought me here. Amazing content and advice.subscribed!,2020-05-28,1,1,false
Ugza--6w4CjmnOUE6yp4AaABAg,4OZip0cgOho,Amazing thanks so much,2020-05-28,1,1,false
Ugyv-p4oQFSkloy8aGl4AaABAg,Ip50cXvpWY4,Great video bro!,2020-05-28,1,1,false
UgwndmUA7YtdDJDPYw94AaABAg,9ZwVqXUHf6o,Black box algorithms such as Neural networks?,2020-05-28,1,1,false
UgxdBPKFZlhypqVwhGp4AaABAg,4OZip0cgOho,do you think its important to learn data structures and algorithm?,2020-05-28,1,1,false
UgxA0w6gndH_z_eBmhJ4AaABAg,LGEuDWjWQes,please make a video on best projects to attract recruiters post covid 19,2020-05-28,1,2,false
UgyBHfM4G9v3ntVBtYl4AaABAg,VN12ZPFsApM,a comment,2020-05-28,1,2,false
UgxHspNgngBO4PHq1Ud4AaABAg,GmW4F6MHqqs,Can you suggest a solution please?',2020-05-28,7,2,false
Ugys41sSsqexEIkCQXR4AaABAg,m5pwx3hgtzM,I hate collaborating but the reason why I want to take data science is because I want to end up in AI research,2020-05-28,1,3,false
UgwlAWCldmgXtjPBdaB4AaABAg,zSwM5uVeylU,The best part was the fool proof definition of linear regression.  Commenting to tell you tube algorithms that your videos are great.,2020-05-21,1,15,false
UgyQ32qjdNySwKq3Z9h4AaABAg,SLC5sPZSLY4,Is masters necessary to get a sports analytics job?,2020-05-21,1,0,false
UgxBl-kNkFzGglz3yEd4AaABAg,4OZip0cgOho,I like that this is not an overly technical video and drew me in to DS instead of being scary with loads of terminology,2020-05-21,1,0,false
UgzNA71MG6xugBKDN8Z4AaABAg,hpMc6TgT34I,If I could like this video twice i'd do that. Thanks,2020-05-21,1,0,false
Ugzg1Pychnk07eqFnS94AaABAg,6sJEnzDjJqI,Thank you for sharing all these awesome information!,2020-05-21,1,0,false
UgzEAwzpj2FF91SGcQB4AaABAg,4OZip0cgOho,Can A person from commerce background with 0 programming background can get to be data scientist. And how?,2020-05-21,1,0,false
Ugx4bROr_1GhKr7MuOF4AaABAg,Q9FjwzKFPuM,Master's in astrophysics here! I'm planning to complete two Coursera certificates in Deep Learning (by Andrew Ng) and Data Science (IBM). I have also taken courses in databases and data mining as part of my master's. Hopefully I can get some job responses soon.,2020-05-21,2,10,false
Ugxyzc5fGfUl4B81dxB4AaABAg,Ip50cXvpWY4,Does it still make sense to learn python for data science ? Pycaret just came out few weeks ago and now you can do the same work much faster.,2020-05-21,2,1,false
UgzxbVAt_xU0Jiz3xnF4AaABAg,xjhW1rSQeik,I think I may have just discovered the most useful YouTube channel ever.,2020-05-21,2,79,false
Ugwl4PLhnwiOCKn-NJF4AaABAg,f6NPw582FFc,I am a great cook. Can I clear Data science interviews ??? :)),2020-05-21,2,1,false
Ugwis2Hp0X72KR26Y9x4AaABAg,xjhW1rSQeik,Hey Jee! Can you suggest me as a beginner  what should I first start basic stats or learn prog Lang?,2020-05-21,2,3,false
UgylRgw8uG7he-RIE9t4AaABAg,zF_Q2v_9zKY,how can I get all comments from one  tweet,2020-05-19,0,0,false
UgwVZXNLtiV0YYcYJN54AaABAg,Ip50cXvpWY4,3:20 bonus,2020-05-19,0,3,false
UgycW2X4VkibxTyqjGZ4AaABAg,4OZip0cgOho,I paused the video and read your wall posts and it was amazing. Your channel looks pretty amazing too. I was wondering what capstone projects to work on and I think I'll find an answer within your material. Great job!,2020-05-19,1,0,false
Ugzv0KgDsu-DrKSy8VF4AaABAg,fhi4dOhmW-g,This series is exactly what I wanted and I highly recommend to anyone who is entering in Data Science.,2020-05-19,1,0,false
UgyYjPxRc29RBixh0X54AaABAg,m5pwx3hgtzM,Get well soon.,2020-05-19,1,0,false
UgxqbMTpfPSaqeZEWih4AaABAg,1aXk2RViq3c,Thanks Ken! Looking forward to the advanced video!,2020-05-19,1,1,false
UgwfhpS0A8YobOlD0cR4AaABAg,4OZip0cgOho,Ken Jee. Been Following you since you had 10 views on each video. I am SOOOOOO glad you are killing it. I already saw it coming,2020-05-19,1,1,false
UgwO5T1sRJi4EvgpUW54AaABAg,lUUqrRgerd8,beautiful video ken,2020-05-19,1,1,false
UgymMW3NxKluxpYsfwZ4AaABAg,4OZip0cgOho,Thank you so much for coming up with this video! This is definitely impactful! My first video of this channel and hi from your subscriber!,2020-05-19,1,2,false
UgzBys4O2iUG7hbhpbd4AaABAg,zSwM5uVeylU,This video was a good summary of things I dont know lol My journey seems to have lenghtened... Thanks.,2020-05-19,2,0,false
Ugz292w_4t-Brm557DJ4AaABAg,4OZip0cgOho,Hope you can answer.',2020-05-19,2,1,false
UgxZ4BqrczD571a1nul4AaABAg,Q9FjwzKFPuM,What would you recommend is the best move for someone in my position? Do you think after I build a few projects I could start applying to entry level Data analyst positions?',2020-05-19,2,1,false
UgwWMLvoIBVmrlaf7bd4AaABAg,dlZWB2D-NaQ,Hi Ken wanted to ask you about how can you use analytics for soccer as data there is more unorganised like how to identify the patterns of play various formations used during the match using analytics and by the way  love you videos,2020-05-19,2,2,false
UgzooZyDmvALDSPRfXJ4AaABAg,_K6cNdgN3CI,Question :- I watched andrew ng machine learning course on coursera but he taught everything on Octave . I know basic things about machine learning but nothing about phython . Could you recommend me a course just for python for machine learning',2020-05-19,2,2,false
Ugy3_mZvVr4IttuzTlR4AaABAg,GmW4F6MHqqs,Thanks!',2020-05-19,4,1,false
Ugxv8VXO5BOkZZg_uXV4AaABAg,1aXk2RViq3c,Why master branch?,2021-02-06,0,0,false
Ugz2-U2yJX6b-DgyUW14AaABAg,uic34RTaI-w,These are great tips. I need to incorporate some of these!,2021-02-06,1,1,false
Ugw_8vkPAP2N_8MBWU14AaABAg,myhoWUrSP7o,Here I come for prize 🏆😎,2021-02-06,1,1,false
UgwrQm7DfbTUX5bHseJ4AaABAg,AqPquogHwq0,Go for it guys..!,2021-02-06,1,1,false
UgwBpOTxxWbQ4AuZZnl4AaABAg,1aXk2RViq3c,This is truly useful.,2021-02-06,1,1,false
UgyAqrbeO0xTBpGiW-l4AaABAg,I3FBJdiExcg,Your channel is golden! Keep it up and stay healthy!',2021-02-06,1,1,false
UgzxhdhlUSaDKp545LR4AaABAg,XjC3FPL-S78,The struggle is REAL,2021-02-06,1,2,false
Ugzv32Sn57gMKpeaQst4AaABAg,domVw8isGOI,Thank you for the information Ken... It will help me to take the decision in the future...,2021-02-06,1,3,false
UgxPljQGJjdhKWDK8tZ4AaABAg,f6NPw582FFc,The more you cook the better Chef you will be..!,2021-02-06,1,3,false
Ugyh6mHzrDELZYumpot4AaABAg,4yI3vVe0Jos,15:49 - A simplier way to go would be: df.description.apply(lambda x: str(x).lower() ),2021-02-06,1,3,false
UgxVmy8QgPh-8WsJo8R4AaABAg,XWetgrNas-k,Thanks ken',2021-02-06,1,9,false
UgzAeJp-_yovX0nMQrN4AaABAg,3Mm1U1CbzNw,In short : Don't get afraid and embrace the storm.,2021-02-06,1,16,false
Ugy60cyop1fywQ2Y6x54AaABAg,SLC5sPZSLY4,Thank you Ken!',2021-02-06,2,1,false
UgwK7wqWOOGsg75rHgd4AaABAg,YR9Faf1uZDg,That's cool machine,2021-02-06,2,1,false
UgxED-n8BffMZY19gFN4AaABAg,f6NPw582FFc,Ken you need to work on your onion cutting skill 😁😁,2021-02-06,2,2,false
UgwyCBMVsMxX67PryW14AaABAg,UpaEjBOMNqs,Thank you for this video. This is the next most important step after putting lots of our time and effort to learn and explore data science.,2021-02-06,2,3,false
UgzBeZi3QDlI6bnj3VR4AaABAg,OtqQYqRNDGI,I will be a great help!',2021-02-06,3,2,false
UgxcvNYM8PbPt8f_4hJ4AaABAg,15c7WD-lKUY,Great breakdown… now I understand it better 👩‍🎓,2021-11-02,1,1,false
Ugw93qWHFMyEnNwrILR4AaABAg,MpF9HENQjDo,Would love a sports DS project from scratch,2021-11-02,1,1,false
UgyLuA36Ga19NERjXEF4AaABAg,DM1eE_Coh6g,Are these applied to data science internships as well?,2020-02-12,1,1,false
UgyG8ytJTaz7U-DsqgB4AaABAg,sHRq-LshG3U,Cannot find the discord channel as i've heard in 2 different videos about it kindly share it.,2021-12-11,1,1,false
UgysLE-B-ON0fW8Hp1F4AaABAg,S4Lei5mOppc,Cool ideas. thanks Ken.,2021-12-11,2,1,false
Ugy40-4qvWsKXZvtEFB4AaABAg,FqNpDNmpcEo,Machine learning is not even machine LEARNING,2021-12-11,2,1,false
UgxhV-SQhC-viMcnGA94AaABAg,agHKuUoMwvY,Thanks this was really heplful to me ! i think i can start documenting my projects now!,2021-07-06,1,1,false
Ugy1SzpWwThdlOc3ylV4AaABAg,AqPquogHwq0,I'm hooked to your channel. Your content is relevant and has offered me insights and motivation on this journey that I started one year ago. Thank you very much for sharing your time and knowledge...,2021-07-06,1,1,false
Ugz5zQAMkXMMZ8qMkXt4AaABAg,8igH8qZafpo,Any recommendations for Kaggle projects that focus on r ?,2021-12-24,1,1,false
Ugy0ZcDyOKgodG47PVZ4AaABAg,4OZip0cgOho,Great video! Thanks,2021-12-24,1,1,false
UgyqCTmx2x4G7mcng414AaABAg,qV_AlRwhI3I,I believe #66DaysOfData has changed many folks life. This initiative put alot of people in a daily habit of working on ds concepts,2021-12-24,2,1,false
UgxFwMa2u7pqSf1XX9x4AaABAg,sHRq-LshG3U,Hey Ken! Just stumbled across your channel and totally agree with this video - I’m a data scientist across the world in australia and I’ve also just uploaded a day in the life video! would love for you to check out ☺️,2021-06-23,0,0,false
UgwjUBoavtsBdy_0lUt4AaABAg,sHRq-LshG3U,I would highly suggest a masters to get your foot in the door. You’ll almost be guaranteed to get a job after you graduate,2021-06-23,0,0,false
Ugy5HMPlnr3V3uPLiot4AaABAg,yukdXV9LR48,so long videos...,2021-06-23,0,0,false
UgwgX0P5pRZPm1Jl7rB4AaABAg,IoUWD1h6xUs,One thing that got me interested in learning Data Science was the storytelling aspect!,2021-06-23,1,1,false
UgzzZsqifuSW9Yoxuup4AaABAg,myhoWUrSP7o,New to this channel and this is really interesting. Looking forward to more content from u! 😄,2021-06-23,1,1,false
Ugzmub-DeuL9VwIC6BJ4AaABAg,41Clrh6nv1s,u look like kun aguero,2021-06-23,1,1,false
UgwIKLXKs70bNx_Uk4Z4AaABAg,sHRq-LshG3U,This video was convincing 👍😁',2021-06-23,1,1,false
Ugx_i2oKRUVc4tJt20J4AaABAg,sHRq-LshG3U,Signed my Data Science position in Sweden today :),2021-06-23,2,1,false
UgzvQ-Ouv5ct7SWJnVR4AaABAg,RRSRKf9eQxc,what are the best skills required for ds?,2021-06-23,2,1,false
UgzRxqrbfzLScLKUV-d4AaABAg,sHRq-LshG3U,I’m watching this after landing a Data Scientist Position at my company! :),2021-06-23,3,1,false
UgwHFYefftJ2h5QEfA94AaABAg,8igH8qZafpo,Thanks for the quality content!,2021-06-07,1,1,false
UgxZ_QDV_SrNR0Hm1yp4AaABAg,41Clrh6nv1s,Should I learn algorithms and OOPs in Python before moving on to the next step?,2021-06-07,1,1,false
UgzaUfq3bmMY85wdHWN4AaABAg,YR9Faf1uZDg,How can we become one?,2021-06-07,0,0,false
Ugw5B_5v60xFTxd4i614AaABAg,8igH8qZafpo,Thank you,2021-04-05,1,1,false
UgxcwRyRZiBfflxd5dJ4AaABAg,EMq4PH7PCeA,Is it good to mention our freelance profile with linkedin and github profile in resume?,2021-04-05,1,1,false
Ugxbst2DChUhcAmNfIN4AaABAg,EMq4PH7PCeA,As one becoming a data analyst but have regret in the path I'm truly happy that you posted this video! Enrolled the 365 course last week so happy that you mentioned it! Subbed  :D,2021-04-05,1,2,false
UgwbThqz4CYbo7m83H54AaABAg,EMq4PH7PCeA,Also watching this video again your papayas are rotting. Blasphemy! 😤,2021-04-05,1,1,false
Ugy3de0MJbv7tTYNnKd4AaABAg,qP0hRF-lGqg,my question about data science is: can there be science without data?,2021-04-05,1,1,false
UgwdWAVcFSMdf9jAbb14AaABAg,qV_AlRwhI3I,I am looking forward to it. I am little confused about how Big Data and Data Science are related. Is Data Science for Big Data different than normal Data Science?,2020-12-31,3,1,false
Ugz7-Tp4Ew5Efl-Ipjt4AaABAg,7O4dpR9QMIM,What is the reason you are picking the alpha with max(error) should we not be minimizing this?,2020-12-31,3,1,false
UgzUSn4824cRtXwjntB4AaABAg,SLC5sPZSLY4,is data science the only major the would be applicable for sports analytics? i’m studying applied mathematics and recently have been interested in sports analytics. do you think that would translate?,2020-12-31,1,1,false
UgwHAjvQ2ums_ACoOQp4AaABAg,41Clrh6nv1s,Having exam atmo',2020-12-31,1,1,false
Ugy457SvYHTfKav707t4AaABAg,qV_AlRwhI3I,Very excited,2020-12-31,1,1,false
Ugx8gdYW9GjV9LiYBrF4AaABAg,S_CuB__nsmI,Great interview!,2020-12-31,1,1,false
UgwxdPkkVKm18zwZdLp4AaABAg,q6Lf2yhvluw,Thank you Ken for the detailed overview! I was wondering how Alexander embedded his project into the webpage? I saw your video on creating a Github Pages portfolio (led by Chanin the Data Professor) and I thought the way he integrated his project there is quite cool.,2020-12-31,1,1,false
UgyIxWuzkeFpojOgDJp4AaABAg,T77uVbLhroQ,You make things sound less overwhelming while also being real about putting in the work. Thank you for the positive energy brother!,2020-12-31,1,4,false
UgyNwhENpCbjE3OmE5B4AaABAg,Ip50cXvpWY4,Hii I have completed data science course at udemy. How to try for job through linked in,2021-01-26,1,1,false
UgwG6wzRitCLzZ5yv-t4AaABAg,Ip50cXvpWY4,Hii I have completed data science course at udemy. How to try for job through linked in,2021-01-26,0,1,false
UgxwiJ7QUl-FGLQwTXV4AaABAg,KMOA5arCi8g,Nice to know why you decide to choose MS Computer Science instead of MS in Data Science. #66daysofdata',2021-01-26,1,1,false
UgwwA5HyOSp_NBPj3WV4AaABAg,N97MhZEp2UQ,KJ question to ask when you are in an interview at 43:20 is genius!  Think past the sale.  I don't think high-risk if you put in a reasonably humble tone.,2021-01-26,1,1,false
Ugxn9xUq6IgCPALFP8F4AaABAg,SLC5sPZSLY4,What do you think?',2021-01-26,1,1,false
Ugyc0-ImtD-qHjd7y_F4AaABAg,uic34RTaI-w,Another great video Ken!. You did talk about this but I think your merch (Ken's nearest neighbors) would do well!  #NoPapayasWereHarmed!,2021-01-26,1,1,false
Ugw0qAvNyTMWBuI8y8d4AaABAg,uic34RTaI-w,Don't forget to delegate :),2021-01-26,1,1,false
UgxDFwePkBXe6Kx2ssJ4AaABAg,uic34RTaI-w,Some golden nuggets in here. Great video,2021-01-26,1,1,false
UgxeFNowmupme5BGDVZ4AaABAg,uic34RTaI-w,Definitely needed a video like this in my life right now. Now I just need to work on staying focused and putting all of my attention on one thing at a time.,2021-01-26,1,2,false
UgxUA4tFF2d8WbXcOW94AaABAg,zF_Q2v_9zKY,Why it appear SyntaxError: invalid syntax for enddate = end_date?,2021-03-18,0,0,false
Ugzuhd7MUVumq_5VsJh4AaABAg,Q9FjwzKFPuM,#66daysofdata',2021-03-18,1,1,false
Ugypf-3pPJSgp48zurR4AaABAg,mEZ1Hj5yQ-8,Can it be used on mac?,2021-03-18,2,1,false
UgzFCrUGdyhqLOz-JlV4AaABAg,irjTWNV0eAY,Thank you Ken for this video. I am really excited to start project from scratch series...',2021-03-18,2,4,false
Ugz-IebRr6iAsvhN3i14AaABAg,41Clrh6nv1s,I'm definitely struggling with imposter syndrome right now but this video helped me feel confident in the fact that I DO know things and have skills. Thanks!,2021-03-18,1,48,false
Ugys3FfjMrdp8Ff38uN4AaABAg,2qVWurPFwfc,I hope it is,2021-12-14,0,0,false
UgzUuBffiXN2twcbrnl4AaABAg,zF_Q2v_9zKY,What does the above error mean?',2021-12-14,0,1,false
UgzZj57l4FFI6tzPmn14AaABAg,4OZip0cgOho,Hi Ken. I'm currently studying anatomy and I'd love to do data science. What's your advice please? I've started online classes in SQL and Python already,2021-12-14,1,1,false
Ugz17JEOFV_KnJLA73F4AaABAg,FqNpDNmpcEo,Lol. Flop hahahaha!,2021-12-14,1,1,false
UgzBxKieS7lBmUiriJ14AaABAg,I3FBJdiExcg,So .. do you have (or do you know of one) similar to this one but which demos the real world way of doing business?',2021-12-14,1,1,false
Ugy8awiVFVeO5VdURAF4AaABAg,2qVWurPFwfc,Is it Salesforce?',2021-12-14,3,1,false
UgwO58V62st-dxMz8Gt4AaABAg,zF_Q2v_9zKY,How can I get about 75k to 100k tweets without retweets? please help me out,2020-05-12,0,0,false
UgwwqSTJCeBXOFBwYT14AaABAg,4OZip0cgOho,I like it!,2020-05-12,0,0,false
UgxVLFmLfD0Wbrr0E-54AaABAg,n3vw0M5RrPU,I like it!,2020-05-12,0,0,false
UgxXpp0O4bfjKZ5uQ-54AaABAg,Q9FjwzKFPuM,I like it!,2020-05-12,0,0,false
UgxCfgAlLJJOpCp48U54AaABAg,4OZip0cgOho,I like it!,2020-05-12,0,0,false
Ugzw4xpQvwt-dsqEbPZ4AaABAg,4OZip0cgOho,I like it!,2020-05-12,0,0,false
UgxuBJQ-oazFIM8rPhJ4AaABAg,n3vw0M5RrPU,I like it!,2020-05-12,0,0,false
UgyKsvVEOb6GTcwfQkJ4AaABAg,4OZip0cgOho,I like it!,2020-05-12,0,0,false
UgytyD_Sa-iJyjKO_Bh4AaABAg,4OZip0cgOho,I like it!,2020-05-12,0,0,false
UgylUHiR2wOrcoulzhZ4AaABAg,1FrY7ARSf10,I like it!,2020-05-12,0,0,false
UgyIOzD7YzmMlAZJoOV4AaABAg,4OZip0cgOho,I like it!,2020-05-12,0,0,false
UgxAJHHA-ZZz4Ua3ODd4AaABAg,4OZip0cgOho,I like it!,2020-05-12,0,0,false
UgxG6_sS4HSwgmo5OF94AaABAg,4OZip0cgOho,I like it!,2020-05-12,0,0,false
UgyAqNknxJoStsHPFhh4AaABAg,4OZip0cgOho,7:02 to get motivated !,2020-05-12,0,2,false
UgyIoQtbmTnNrEkYT4J4AaABAg,XGBigjVy2Eo,Well done.',2020-05-12,1,0,false
UgzUs214wkbtsrqZOFR4AaABAg,Ip50cXvpWY4,Great channel!,2020-05-12,1,1,false
UgzKGZD1KJb8WsOb4iZ4AaABAg,jam0xApfC-U,I did my graduation in computer science engineering so I know how to write code and all',2020-05-12,1,1,false
UgwxEtJXcx6ZlmTgJqx4AaABAg,4OZip0cgOho,:),2020-05-12,1,1,true
