video_surrogate_key,video_id,video_title,video_publish_date,views,watch_time_hours,watch_time_minutes,avg_view_duration_seconds,avg_view_percentage,likes,comments_added,estimated_revenue_usd
e5117d7f-c21e-4171-88f8-ec86e9d0c804,_CS4u9cORwA,Was Captain Marvel Bad? A Sentiment Analysis of Twitter Data,2019-03-09 00:00:00 UTC,3673,173.9694,10438.16,170,37.81,162,9,9.996
c2e1259a-a375-4468-a278-3d1cc46f725f,Xgg7dIKys9E,Interview with the Director of AI Research @ NVIDIA (Anima Anandkumar) - KNN EP. 07,2020-08-05 00:00:00 UTC,13429,1034.3945,62063.67,277,9.55,590,329,39.92
a5c64109-aa4a-4623-8fed-096bf72cce8f,41Clrh6nv1s,How I Would Learn Data Science in 2021 (What Has Changed?),2020-12-19 00:00:00 UTC,123515,7724.2735,463456.41,225,41.01,5869,232,929.4
15942999-73e9-4bea-9a63-5b52a4274331,7JCterBrcvk,Discouraged with Data Science? - Watch THIS video.,2021-05-28 00:00:00 UTC,6825,414.003,24840.18,218,33.91,388,76,49.835
3b47867a-5659-4484-ae29-a8452b2dae23,k4r_NtB4JVQ,Golf: Would You Rather Be the LONGEST or STRAIGHTEST Driver on the PGA Tour?,2019-11-25 00:00:00 UTC,816,36.1463,2168.78,159,34.52,42,5,1.995
61e794c7-f9b5-41a8-9091-879daaad3c31,3ysXGYjvbSU,Why is Balance Important in Data Science?,2019-10-16 00:00:00 UTC,612,21.2073,1272.44,124,52.42,31,6,2.004
ee1b3f00-ac73-4c17-9d9e-9f5bacded95f,apf6A3Nstm8,Reviewing Your Data Science Projects - Episode 20 (Bootcamp Capstone),2020-09-14 00:00:00 UTC,3673,302.0791,18124.75,296,25.5,157,18,21.971
e95e2155-d48e-4f05-a168-a8117dd5ca0c,8igH8qZafpo,3 Proven Data Science Projects for Beginners (Kaggle),2020-02-17 00:00:00 UTC,237467,10560.3597,633621.58,160,35.26,14708,220,885.504
d0aaac9a-503a-40a8-9b35-780c701b228f,vfV4nm004VQ,How She Dominated the FAANG Data Science Interview  (@Tina Huang ) - KNN EP. 11,2020-09-02 00:00:00 UTC,15766,1506.08,90364.8,343,12.8,515,38,64.43
9359baf7-3cf6-47da-afdd-c0b9d2c4c310,xjhW1rSQeik,Data Science Advice for College Students,2020-02-14 00:00:00 UTC,62154,2600.7865,156047.19,150,23.07,1786,74,64.526
52cb9949-a5be-4f18-b591-86cd2de9bae2,ZWdyBbgGZBQ,Sports Analytics 101: The Pythagorean Theorem of Sports,2019-11-22 00:00:00 UTC,4343,220.6,13236,182,48.63,214,14,23.254
7d7b41cd-cb53-47b8-8f51-56bb6274dea6,6sJEnzDjJqI,Where to Look for Data Science Jobs,2019-03-29 00:00:00 UTC,2583,108.8033,6528.2,151,41.43,99,7,10.305
a9ea4fb0-a89d-4ca7-b895-b8f32cef492f,iGUiLWFDWfk,Don't Buy My Course..,2020-08-21 00:00:00 UTC,7196,285.2142,17112.85,142,27.28,361,66,27.558
0978ac9d-4c7e-44ec-bb14-c0d5f0ace7f4,TjGFBQC27ng,Business Skills for Data Science: What are they REALLY?,2021-10-18 00:00:00 UTC,4413,285.1689,17110.13,232,35.84,228,29,28.034
61749b09-eff0-481d-9d1c-95362497b524,6tQtwqthUMI,My First Data Science Contracting Side-Gig (How I Did It),2020-07-31 00:00:00 UTC,8643,555.1777,33310.66,231,43.22,492,40,39.915
772a3916-a2b3-41f0-85ae-028a91f6ee16,BBDiadC8BvE,5 Essential Data Science Projects for Your Portfolio,2020-09-26 00:00:00 UTC,51092,2095.848,125750.88,147,35.67,2462,134,229.705
12be0166-9d83-45fd-be6e-1b5e4d42ecdc,sHRq-LshG3U,Why You Probably Won't Become a Data Scientist,2021-04-09 00:00:00 UTC,108133,6435.5906,386135.44,214,41.36,3225,213,601.671
52749d33-caf7-47b8-a572-801778105ceb,Uf0dO-pgOrk,Dealing with Doubt in Data Science (My Impostor Syndrome Story),2020-10-16 00:00:00 UTC,6282,297.038,17822.28,170,49.06,446,62,28.529
e4ad0226-1905-41cd-bfb3-8371d8b0b083,9-2OKLZfvbE,Questions You Should Ask Your Data Science Interviewers,2020-01-06 00:00:00 UTC,2134,177.0787,10624.72,298,45.26,118,7,12.02
f101b4d0-5210-4968-a825-9e912a3c9a31,3cDM9Z-fdz4,Golf STATS: Strokes Gained Explained,2019-06-07 00:00:00 UTC,4151,356.7836,21407.02,309,53.81,108,6,31.192
3fcf8812-6945-4d28-9537-eb7b1048baf3,BXmEmIK5aqI,The 5 Stages of Data Science Adoption,2019-12-06 00:00:00 UTC,973,41.8022,2508.13,154,43.44,54,8,6.722
428c3934-f72b-47cd-aa7b-f02b51b80297,PWmxLYTixAM,Reviewing Your Data Science Resumes - Episode 12 (3 Different Resumes!),2020-07-20 00:00:00 UTC,21053,1439.8604,86391.62,246,23.14,465,38,166.547
5f482f2c-d1b0-4664-829a-e50b865be1d2,iqG59TqfFdY,5 Data Science Resolutions for 2020,2019-12-27 00:00:00 UTC,455,16.6975,1001.85,132,43.75,24,7,1.094
c2f90b5a-cacb-4fd9-a361-c40ddff17bf0,lsXWVPzwZPk,Critiquing MY OWN Data Science Resume,2020-07-06 00:00:00 UTC,10854,616.5407,36992.44,204,28.84,371,42,38.494
a9c85b1f-000e-4247-85c1-cc9782d397b2,fhi4dOhmW-g,Data Science Project from Scratch - Part 3 (Data Cleaning),2020-04-08 00:00:00 UTC,50234,6235.4662,374127.97,446,16.98,1301,129,216.892
dcf87ce8-ee58-44ab-b38e-3a71b358d16f,UuR3nomI5AE,Reviewing Your Data Science Projects - Episode 14 [Deep Learning Focus],2020-08-03 00:00:00 UTC,4470,285.8419,17150.51,230,22.37,187,27,10.965
0dee8249-72c5-4de8-9cec-fe9ed88a253d,9D7GzskcyUk,5 Tips for Crushing the Work From Home Life,2020-04-20 00:00:00 UTC,4934,164.449,9866.94,119,34.98,200,18,46.759
88e69793-77b4-4fd1-aa07-0d7494828984,HJH0gfY6EUg,Reviewing Your Data Science Projects - Episode 5 (Very Detailed Project),2020-05-25 00:00:00 UTC,20655,582.0329,34921.97,101,9.62,503,41,205.73
6cacfa4e-8b89-4cc9-8187-92d33cfdc006,FqNpDNmpcEo,How Zillow Lost $500 MILLION With Machine Learning,2021-12-03 00:00:00 UTC,16933,1440.0058,86400.35,306,44.63,869,62,119.891
3b273178-dbe2-4741-b5ce-1d08b235c65d,3bes4U4MHPg,How to Integrate Data Science into Your Business,2020-03-02 00:00:00 UTC,1831,76.2714,4576.28,149,49.99,82,9,10.258
12ca8060-bfa7-4e56-9862-41ba72a22ddf,aaAZXeuPIXk,How Much Did Cheating Help the Astros Win? (What the Numbers Say),2020-02-24 00:00:00 UTC,959,45.6196,2737.18,171,44.83,42,8,2.911
a147ed52-849c-4d58-9cde-2c99ad68b786,IoUWD1h6xUs,A Quick Data Science Project Tip! #SHORTS,2021-06-03 00:00:00 UTC,12328,118.3273,7099.64,34,58.57,712,36,12.688
833defb2-69d3-42cc-8edd-2d339d264b06,sICJ6a2wX5g,#66DaysOfData - 3 Reasons to Start!,2021-06-18 00:00:00 UTC,3443,28.8076,1728.46,30,56.83,184,16,2.917
3422d742-7087-4cab-b86a-7a1078ca4ecd,sq5TnVJWv6A,Where YOU Should Start With Data Science Projects,2019-02-19 00:00:00 UTC,8026,240.4886,14429.32,107,23.1,217,10,27.329
68d0a0db-7b28-479e-82df-2f66625d0335,_K6cNdgN3CI,Reviewing Your Data Science Projects - Episode 4 (Resume & Github),2020-05-18 00:00:00 UTC,10762,273.8722,16432.33,91,10.32,174,24,74.043
80523f19-c503-4471-bb31-8e8e4ea34085,BlSrorP32WM,Why I Have 2 Offices for Data Science & Content Creation,2021-03-26 00:00:00 UTC,3543,176.9124,10614.74,179,36.31,134,41,20.258
68b2804f-32db-47e8-aa8b-ee5d7db28c1e,WnB1jsDu900,Reviewing Your Data Science Projects - Episode 8 (College Student Help),2020-06-15 00:00:00 UTC,4050,228.4431,13706.59,203,29.64,165,47,9.42
b149b96b-41fa-48fb-b53f-3f77de6df62a,S_CuB__nsmI,Sports Analytics & Streaming Data Science on Twitch (Nick Wan) - KNN EP. 08,2020-08-12 00:00:00 UTC,4415,405.6021,24336.13,330,7.32,178,209,32.826
bbe1b1d6-41a2-4646-919e-34ef1ed2cdd4,XoUyK3XHZHs,Watch This Before Applying to Data Science Jobs,2019-02-04 00:00:00 UTC,1261,80.6655,4839.93,230,38.38,53,6,5.558
1a4b9f03-586c-40b3-9906-b771c0660ed5,dlZWB2D-NaQ,The 4 Types of Sports Analytics Projects,2020-02-03 00:00:00 UTC,17982,868.6597,52119.58,173,40.96,637,26,99.587
c97752c6-e96a-4d7e-b8bc-382be85cd48c,pWVQ0vN5uig,How To Get Data Science Experience (Without a Job),2019-08-08 00:00:00 UTC,26360,1461.8508,87711.05,199,40.33,1272,35,126.423
870e0470-95db-4d06-b19c-24b2ca925653,VN12ZPFsApM,How To Learn Programming for Data Science [3 Steps],2020-01-13 00:00:00 UTC,25616,1450.8856,87053.14,203,41.96,1785,37,135.767
0878dcf2-64c9-44a4-868d-85e4804684fb,15c7WD-lKUY,ML Ops: What is it REALLY?,2021-10-22 00:00:00 UTC,4252,190.2194,11413.16,161,43.53,219,35,25.224
ff2c6903-90ef-4cf0-ade8-21da81be6124,7VcdvSyoxnc,His Startup Will Land You a Data Science Job (Jeremie Harris) - KNN EP. 15,2020-09-23 00:00:00 UTC,4566,496.2556,29775.34,391,10.56,183,23,47.428
9cc20d11-ba42-47bc-a72e-67dc1272cbe7,vQGJvmhpq_s,The Plagiarism Problem in Data Science,2020-08-07 00:00:00 UTC,12675,666.0547,39963.28,189,40.51,631,71,40.357
8243998e-d4d5-4c7f-8fe9-dea52d6c8e9d,1Cf7SdnBncg,My Top 5 Data Science Internship Tips,2019-06-15 00:00:00 UTC,8420,500.1532,30009.19,213,44.37,387,9,41.664
d442138a-7dcc-4fa3-bd0e-6c2833cf5b49,zF_Q2v_9zKY,Scrape Twitter Data in Python with Twitterscraper Module,2019-04-18 00:00:00 UTC,41506,1567.3451,94040.71,135,35.96,783,161,121.302
4629ec2e-3a69-4396-90d7-158379123472,WKXtTo7lqmA,Data Science Fundamentals: SQL Queries,2020-01-10 00:00:00 UTC,4774,333.1141,19986.85,251,12.16,168,15,16.489
27d322e3-b5cc-4926-9d0f-a4ca1409998b,XGBigjVy2Eo,The Secret Data Scientists Don't Want You to Know,2020-03-16 00:00:00 UTC,9503,360.9566,21657.4,136,61.59,1079,52,44.203
1cc8e852-8faf-4521-a2c6-2048104dcbf8,XTrlMQXYqts,Why You DON'T Want to be a WFH Data Scientist,2019-03-03 00:00:00 UTC,664,22.6338,1358.03,122,48.31,28,7,2.376
33346f9e-a8e8-4486-bb1f-c1afba8f6126,smeFkHwnM_k,Welcome To My Channel | Ken Jee | Data Science,2019-03-03 00:00:00 UTC,1225,9.6188,577.13,28,55.43,30,4,6.115
6dcdcdc2-18b0-4db8-ad09-15efff538e14,5jntoZX-Tc8,NASA Physicist Turned Data Scientist (Tim Bowling) - KNN EP. 02,2019-05-05 00:00:00 UTC,1094,57.6363,3458.18,189,16.93,38,2,2.9
1bb57391-f829-4b9d-985e-41d8dc00ff1a,yUrrf3Pm33s,Find a Data Science Project With These 3 Techniques,2020-11-06 00:00:00 UTC,13931,559.7703,33586.22,144,28.2,600,49,51.968
1293dc56-d09c-4e30-8b93-589864ce4618,YR9Faf1uZDg,Unboxing the Ultimate Z by HP Data Science Package (FIRST EVER HP Workstation w/ Data Science Stack),2020-12-10 00:00:00 UTC,9268,464.6074,27876.44,180,32.4,366,64,49.296
4f5d6a34-ed8e-4323-bccb-a089f4b4f186,SVtRsDhHlDk,Why I Quit Data Science,2021-02-12 00:00:00 UTC,98777,3756.0683,225364.1,136,40.99,2274,165,399.18
55851097-74d2-4032-a74e-df7063071762,_rbrdNTpZGo,Building a Deep Learning BEAST (NVIDIA TITAN RTX + RYZEN 3900X),2020-07-24 00:00:00 UTC,7865,350.1646,21009.88,160,27.73,247,158,25.339
fdd0915a-7ae6-434b-b266-614e68553fe2,zSwM5uVeylU,Math Needed for Mastering Data Science,2019-12-09 00:00:00 UTC,48401,1922.7679,115366.07,143,49.15,2529,98,219.501
51937fa2-d23f-4f6f-9d80-2bb1be8390be,LGEuDWjWQes,Applying Data Science To My YouTube Data: My Surprising Findings,2019-11-11 00:00:00 UTC,5642,179.2321,10753.93,114,13.73,131,14,19.53
2d0fcb12-519a-436d-b834-7b40e8a9b082,rLawTH--l2Y,Reviewing Your Data Science Projects - Episode 19 (One Big Improvement),2020-09-07 00:00:00 UTC,3615,264.8199,15889.19,263,28.76,164,22,13.426
11e79a4d-9ed0-4e3a-bb37-b5fe7b31f9e8,3BEtGaz70rQ,How Far Should the NBA 3-Point Line Actually Be?,2019-09-21 00:00:00 UTC,2312,128.4624,7707.74,200,34.67,86,13,5.466
846e9054-3dfb-45bb-90c9-2977d416a6d0,3TrAYmrmA8o,The 9 Books That Changed My Perspective in 2019,2020-01-03 00:00:00 UTC,3037,195.876,11752.56,232,23.69,173,13,5.485
c1a4ae1c-4d06-4459-8055-e20e6eece505,n7kjelw9s2w,Why Kaggle Should Be Your Favorite Data Science Resource #shorts,2021-05-07 00:00:00 UTC,14780,128.0017,7680.1,31,52.84,640,44,13.458
25d43976-7f9c-47df-8237-b7ccb24e0334,vy-R4oUZaC8,Data Science Project Example Start to Finish (Deep Learning Image Classifier),2020-03-20 00:00:00 UTC,9757,628.8956,37733.74,232,15.99,384,29,32.538
85ff00b2-350a-45b9-b652-c5fa32add7be,zGlJ-QndG8E,How to Get a Data Science Job at FAANG (@Data Science Jay) - KNN EP. 03,2020-06-26 00:00:00 UTC,11872,759.2818,45556.91,230,27.81,450,135,61.23
a631818a-9e66-48e8-b370-72e68581210d,-zbLpoJVBMI,What the Heck is WSL 2? (My New Favorite Tool),2021-12-17 00:00:00 UTC,5004,202.1937,12131.62,145,39.53,237,29,18.005
75ff8127-d019-41b9-9cf0-3b459130ae31,fjVVtvp5X0w,Why Selling Is An Important Data Science Skill,2019-11-04 00:00:00 UTC,1418,88.5893,5315.36,224,33.77,70,7,5.685
23b1d36e-0875-461e-bbc7-3d7ae803e366,SLC5sPZSLY4,How YOU Can Land a Sports Analytics Job,2019-12-02 00:00:00 UTC,50498,2573.2835,154397.01,183,37.9,2323,106,214.234
8bf8ac48-16c9-4b1d-b1e0-72e2344b9f55,r-DR9HBaipU,Kaggle Project From Scratch - Part 1 (Data Science Profession Survey),2021-01-02 00:00:00 UTC,25722,1637.6522,98259.13,229,25.64,951,71,110.216
cbd847d7-56db-42a3-bdd0-8adf5a896436,Fs_LG5Y8GIU,Can You Learn Data Science Without a Computer?,2020-03-11 00:00:00 UTC,1102,30.8441,1850.65,100,50.63,86,9,3.756
f2a053ff-b22d-4a79-8b63-7fdb5aa285f0,yukdXV9LR48,The Projects You Should Do To Get A Data Science Job,2019-07-30 00:00:00 UTC,131630,7153.7437,429224.62,195,25.41,5218,124,504.669
11f953b8-4c94-4763-83ad-563559453353,KEBVcVwFzaI,Reviewing Your Data Science Projects - Episode 15 (Quant Finance),2020-08-10 00:00:00 UTC,7705,520.0262,31201.57,242,25.1,270,20,36.566
af9bca64-738d-4e16-b26d-e4fca0cbc3c4,6aaIbd-GpZs,Should You Major in Data Science? (Jaemin Lee) - KNN EP. 04,2020-07-08 00:00:00 UTC,5799,343.5796,20614.78,213,17.97,223,173,29.56
785d7dea-cd04-402e-a687-377e09c878a9,omdhf8d53FM,Land a Data Science Job in a Different Country (Vijay Pravin Maharajan) - KNN EP. 13,2020-09-16 00:00:00 UTC,4885,259.9246,15595.48,191,12.09,202,25,12.511
828616f0-4057-43e7-9bd5-1d85c9e2b11e,a3VWq9smqhM,How to ULTRALEARN Data Science,2020-03-27 00:00:00 UTC,55316,2890.0054,173400.32,188,40.98,3530,79,253.249
b4f5d3e0-a520-40d4-909b-eaf217a3d1f9,T77uVbLhroQ,How I Got My First Data Science Internship (And How You Can Land One),2019-06-21 00:00:00 UTC,20328,1404.5274,84271.64,248,39.29,1008,42,73.386
6cd06f21-3a58-4f34-a967-d973caff9200,d6FeV8WXPWY,5 Unusual Data Science Projects that Will Land You a Job,2020-10-09 00:00:00 UTC,7354,323.9475,19436.85,158,53.04,464,39,30.709
bed3045f-73cd-41ad-b9ee-4bd558b3d251,fU3DOXjwufg,What is the Future of my Comment Leaderboard Project?,2021-02-26 00:00:00 UTC,4912,141.5038,8490.23,103,30.32,197,36,14.455
d4b6f909-caa0-4bc1-9594-0fc4c9ec6373,YbTMIxjk4hI,The YouTube Algorithm EXPLAINED! (Tips from a Data Scientist),2020-08-14 00:00:00 UTC,5700,336.7438,20204.63,212,39.1,525,54,32.653
2eb1d0a4-7565-47a4-8090-a39620fa8588,-ONQ628CXKQ,Data Scientist Reacts: REAL Data Science Job Application Data,2021-04-16 00:00:00 UTC,20158,1151.5371,69092.23,205,21.33,576,43,96.734
74b7d5b9-d657-4783-b1ad-4ee83385ae30,MpF9HENQjDo,Data Science Project from Scratch - Part 1 (Project Planning),2020-04-03 00:00:00 UTC,102854,3887.4233,233245.4,136,30.37,3197,82,445.187
0648ea69-01ca-481e-a366-d94d787652a6,4039x4r-hGE,6 Lessons from #66DaysOfData,2020-11-13 00:00:00 UTC,6352,277.268,16636.08,157,32.81,337,47,28.224
8bb49669-92d8-48b8-9dd4-c2a985f795b5,4yI3vVe0Jos,Data Science Fundamentals: Data Cleaning in Python,2019-08-11 00:00:00 UTC,10430,878.9639,52737.83,303,14.56,297,30,59.526
dac2f962-cda0-484e-a1fb-ffe4d2a68bc3,sCOX5yShmFA,The Best Way to Predict NBA Minutes Played,2018-12-11 00:00:00 UTC,3094,167.5168,10051.01,194,33.66,85,7,12.899
58beecc8-4a92-4795-be52-617870947ed2,2RWwN5ZT4tA,Should  @Luke Barousse Take This Data Analyst Job? (Funny) #Shorts,2022-01-14 00:00:00 UTC,2401,25.9375,1556.25,38,70.68,78,12,1.72
ce8de944-9566-4d0f-b448-bcb0131aba17,EMq4PH7PCeA,How to Go From Data Analyst to Data Scientist,2021-04-02 00:00:00 UTC,40202,1509.924,90595.44,135,33.55,1176,73,175.663
1e6a1f4a-a54b-4fac-bd7d-46602a38f471,4qZINLzwYyk,The State of Data Science with Krish Naik & The Data Professor [Panel Discussion],2020-06-05 00:00:00 UTC,20089,1205.8213,72349.28,216,9.52,633,267,135.037
c26c57f8-e3fc-4954-bce8-438a077d3817,m5pwx3hgtzM,3 Reasons You Should NOT Become a Data Scientist,2019-12-16 00:00:00 UTC,93329,4449.9719,266998.31,171,46.02,2783,101,446.851
6389d819-83db-4615-a4f9-2960eedb6061,1UjMBw_7Gi8,Data Science: Startup vs. Large Corporation,2019-03-21 00:00:00 UTC,1703,63.1138,3786.83,133,47.65,66,4,8.345
10d47349-6ba9-4969-ab0b-23508638e2c4,2KkrtG5IsHo,Reviewing Your Data Science Projects - Episode 11(GITHUB CLEANING),2020-07-13 00:00:00 UTC,3352,165.8514,9951.08,178,31.86,131,22,14.529
5ffd6f1e-4643-466a-a472-ee8035d8c02a,imMPnCHvbkY,The Data Science Projects that Got Me a Job,2020-03-06 00:00:00 UTC,33396,1113.7748,66826.49,120,44.97,1201,20,131.089
350f4a98-39a8-4012-a27c-517554002b99,k8YxyrcAXJs,Is Data Visualization Important for Data Science? (A Data Scientist's Perspective),2021-08-20 00:00:00 UTC,10403,389.9063,23394.38,134,38.01,481,54,50.319
23a0c5f3-1921-47ad-bbfc-154c7c827938,hpMc6TgT34I,The 5 Stages of Learning Data Science,2020-03-13 00:00:00 UTC,15398,912.5822,54754.93,213,50.44,1197,33,70.941
c284aaac-4472-4be1-ad15-3311e82ff6cc,mR2NCRgtLPE,Reviewing Your Data Science Projects - Episode 6 (Only 3 months of coding experience),2020-06-01 00:00:00 UTC,5504,269.5049,16170.29,176,18.69,168,23,20.002
1283104c-2cef-49c2-84d9-2cc7b2343b1f,oHUD2T_VXfI,Reviewing Your Data Science Projects - Episode 18 (Job-Worthy GitHub),2020-08-31 00:00:00 UTC,14382,922.0377,55322.26,230,32.23,714,43,72.365
9435e04d-373c-4b8b-ab8a-609e88f8b5ac,foggudmDDvY,Data Science in Golf: PGA Merchandise Show 2020,2020-01-31 00:00:00 UTC,482,28.3566,1701.4,211,38.65,18,6,1.701
f29178f8-434d-4f3b-a48d-e7a63c9ce0ab,q6Lf2yhvluw,Reviewing Your Data Science Projects - Episode 17 (Best Portfolio Website Yet?),2020-08-24 00:00:00 UTC,9384,632.9141,37974.85,242,21.91,378,28,43.551
b16f0a40-5dd4-4bf1-9266-4c97052b179f,C4OPn58BLaU,How to Set Up Your Data Science Environment (Anaconda Beginner),2020-02-21 00:00:00 UTC,75351,4477.5908,268655.45,213,35.83,1609,45,552.927
225a7318-93a8-461b-8a33-be0977f53b3d,qfRhKHV8-t4,Predicting Crypto-Currency Price Using RNN lSTM & GRU,2017-11-18 00:00:00 UTC,16558,487.2194,29233.16,105,34.06,247,28,21.944
7ff72385-3118-49a1-9671-43286b619d26,lUUqrRgerd8,What It's Like to be a Socially Distanced Data Scientist (A Day in the Life),2020-04-24 00:00:00 UTC,14348,955.9245,57355.47,239,27.13,450,47,100.089
3725e334-2b54-4d31-a8e4-d38cda404ff3,k-gin1qfzi0,How To Build A Word Cloud From Scraped Data (Python),2019-09-04 00:00:00 UTC,2794,120.371,7222.26,155,11.74,63,4,6.582
141b84c2-f6db-40d9-abe7-c16d466b50f5,irjTWNV0eAY,How to Simulate NBA Games in Python,2018-11-19 00:00:00 UTC,13742,629.6323,37777.94,164,29.67,308,22,46.214
7ff6731e-a6a2-43bd-8786-90994354ab84,txR8_jGi0Ls,Reviewing Your Data Science Projects - Episode 7 (Incredible Portfolio Website),2020-06-08 00:00:00 UTC,8778,577.311,34638.66,236,26.19,309,32,28.109
362178f8-27ab-43a4-a248-8b5a18ef97b2,I3FBJdiExcg,Beginner Kaggle Data Science Project Walk-Through (Titanic),2020-07-17 00:00:00 UTC,168183,17039.6566,1022379.4,364,15.89,4321,174,894.753
